,TID,English,Arabic,Chinese Simplified,Chinese Traditional,Dutch,Filipino,Finnish,French,German,Hindi,Indonesian,Italian,Korean,Japanese,Malay,Norwegian,Polish,Portuguese,Portuguese Brazil,Russian,Spanish,Swedish,Thai,Turkish (old),Turkish,Vietnamese
716,Etude No.2,Etude No.2,القطعة الموسيقية No.2,李斯特超级练习曲No.2,李斯特超級練習曲No.2,Etude Nr.2,Etude No.2,Etude No.2,Etude No.2,Etude Nr.2,Etude No.2,Etude No.2,Etude n.2,에튀드 2번,練習曲 第2番,Etude No.2,Etude nr.2,Etiuda nr 2,Estudo No.2,Estudo No.2,Этюд №2,Etude No.2,Etude No.2,Etude No.2,Edude No.2,Etüd No.2,Etude No.2
717,La Ronde de Lutins,La Ronde de Lutins,جولة العفاريت,精灵之舞,精靈之舞,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,라 론드 드 루틴,妖精の踊り,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,La Ronde de Lutins,Хоровод духов,La Ronde de Lutins,La Ronde de Lutins,ระบำของภูติ,Cüceler Çemberi,La Ronde de Lutins,La Ronde de Lutins
718,Horseman,Horseman,فارس,骑士,騎士,Ruiter,Horseman,Horseman,Cavalier,Horseman,Horseman,Penunggang kuda,Cavaliere,호스맨,ホースマン,Horseman,Rytteren,Jeździec,O Cavaleiro,O Cavaleiro,Всадник,Caballero,Ryttare,นักขี่ม้า,Atlı,Süvari,Hiệp sĩ
719,Vals del Recuerdo,Vals del Recuerdo,فالس دل ريكاردو,怀念的山谷,懷念的山谷,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,발스 델 레쿠에르도,ヴァルス・デル・レクエルド,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Вальс воспоминаний,Vals del Recuerdo,Vals del Recuerdo,Vals del Recuerdo,Anı Valsi,Vals del Recuerdo,Vals del Recuerdo
720,Prelude No.11 in B Major,Prelude No.11 in B Major,المقدمة رقم 11 في مفتاح بي الكبير,B大调前奏曲,B大調前奏曲,Preludium nr. 11 in B majeur,Prelude No.11 in B Major,Prelude No.11 in B Major,Prelude No.11 en B Major,Präludium Nr.11 in H-Dur,Prelude No.11 in B Major,Prelude No.11 di B Mayor,Preludio n. 11 in B maggiore,전주곡 No.11 B장조,プレリュード 第11番 ロ長調,Prelude No.11 in B Major,Preludium nr.11 i B-dur,Preludium nr 11 w B-dur,Prelúdio No.11 em Si Maior,Prelúdio No.11 em Si Maior,Прелюдия №11 в В мажор,Preludio No.11 en Si Mayor,Preludium nr 11 i B-dur,โหมโรงหมายเลข 11 ในคีย์บีเมเจอร์,B Major'da Prelude No.11,B Majör 11. Prelüd,Prelude No.11 trong B Major
721,Tempest Sonata Mov.3,Tempest Sonata Mov.3,سوناتا العاصفة Mov.3,暴风雨第三乐章,暴風雨第三樂章,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Tempest Sonata MOV.3,Tempest Sonata Mov.3,템페스트 소나타 Mov.3,テンペスト・ソナタ 第3楽章,Tempest Sonata Mov.3,Stormsonaten Mvt.3,Sonata Burzliwa Mvt.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Соната для фортепиано акт 3,Sonata Tempestad Mvt.3,Tempest Sonata Mov.3,Tempest Sonata Mov.3,Fırtına Sonatı Bölüm 3,Fırtına Sonatı 3. Bölüm,Tempest Sonata Mov.3
722,Nutcracker Op.71,Nutcracker Op.71,كسارة البندق Op.71,胡桃夹子进行曲,胡桃夾子進行曲,Notenkraker Op.71,Nutcracker Op.71,Nutcracker Op.71,Casse-Noisette Op.71,Nutcracker Op.71,Nutcracker Op.71,Nutcracker Op.71,Nutcracker Op.71,Nutcracker Op. 71,くるみ割り人形 Op.71,Nutcracker Op.71,Nøtteknekker Op.71,Dziadek do orzechów Op.71,O Quebra-Nozes Op.71,O Quebra-Nozes Op.71,Щелкунчик Op.71,El Cascanueces Op.71,Nötknäpparen Op.71,นัทแครกเกอร์ ออก.71,Fındıkkıran Op.71,Fındıkkıran Op.71,Nutcracker Op.71
723,Little Star 12Var K265,Little Star 12Var K265,نجمة صغيرة K265 12Var,小星星变奏曲,小星星變奏曲,"Twinkel, twinkel, kleine ster 12var K265",Little Star 12Var K265,Little Star 12Var K265,"Brille, brille, petite étoile 12Var K265",Kleiner Stern 12var K265,Little Star 12Var K265,Little Star 12var K265,Brilla Brilla La Stellina 12Var K265,리틀 스타 12 변주 K265,きらきら星 12Var K265,Little Star 12Var K265,Blinke Blinke Stjernelill 12var K265,"Mrugaj, mrugaj gwiazdko ma – 12 wariacji K265","Brilha, brilha, estrelinha 12var K265","Brilha, brilha, estrelinha 12var K265","Мерцай, мерцай, маленькая звезда, 12 вариаций K265","Brilla, brilla, estrellita 12 Var. K265",Lilla Stjärna 12Var K.265,ดวงดาวน้อย 12 แวเรียนต์ K265,Küçük Yıldız 12 Varyasyon K265,Küçük Yıldız 12 Varyasyon K265,Biến tấu trên chủ đề Ngôi Sao Nhỏ Lấp Lánh
724,Peacherine Rag,Peacherine Rag,راج خوخي,桃子拉格,桃子拉格,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Kain peacherine,Peacherine Rag,피처린 래그,ピーチェリン・ラグ,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peacherine Rag,Peachereine bezi,Peacherine Rag,Peacherine Rag
725,Piano Sonata No.4 Op.7,Piano Sonata No.4 Op.7,سوناتا على البيانو No.4 Op.7,第四钢琴奏鸣曲Op.7,第四鋼琴奏鳴曲Op.7,Pianasonate nr. 4 Op.7,Piano Sonata No.4 Op.7,Piano Sonata No.4 Op.7,Sonate pour piano n°4 Op.7,Piano Sonata Nr.4 Op.7,Piano Sonata No.4 Op.7,Piano Sonata No.4 Op.7,Piano Sonata n.4 Op.7,피아노 소나타 제4번 Op.7,ピアノソナタ 第4番 Op.7,Piano Sonata No.4 Op.7,Pianosonate nr.4 Op.7,Sonata fortepianowa nr 4 op.7,Sonata para Piano No.4 Op.7,Sonata para Piano No.4 Op.7,Соната для фортепиано №4,Piano Sonata No.4 Op.7,Piano Sonata No.4 Op.7,โซนาตาสำหรับเปียโนหมายเลข 4 ออปัส 7,Piyano Sonata No.4 Op.7,4. Piyano Sonatı Op.7,Piano Sonata No.4 Op.7
726,Magic Flute Op.9,Magic Flute Op.9,الناي السحري Op.9,魔笛 Op.9,魔笛 Op.9,Magic Flute Op.9,Magic Flute Op.9,Magic Flute Op.9,Flûte magique Op.9,Magische Flöte Op. 9,Magic Flute Op.9,Magic Flute Op.9,Flauto magico op.9,마술피리 Op.9,魔笛 Op.9,Magic Flute Op.9,Tryllefløyten Op.9,Czarodziejski flet Op.9,A Flauta Mágica Op.9,A Flauta Mágica Op.9,Волшебная флейта Op.9,La Flauta Mágica Op.9,Trollflöjten Op.9,Magic Flute Op.9,Sihirli Flüt Op.9,Sihirli Flüt Op.9,Magic Flute Op.9
727,Etude Op.299 No.6,Etude Op.299 No.6,القطعة الموسيقية No.6 Op.299,车尔尼Op.299 No.6,車爾尼Op.299 No.6,Etude Op.299 nr. 6,Etude Op.299 No.6,Etude Op.299 No.6,Etude Op.299 No.6,Etude Op.299 Nr.6,Etude Op.299 No.6,Etude Op.299 No.6,Etude op.299 n. 6,에튀드 Op.299 6번,練習曲 Op.299-6,Etude Op.299 No.6,Etude Op.299 nr.6,Etiuda Op.299 nr 6,Estudo Op.299 No.6,Estudo Op.299 No.6,Этюд Op.299 №6,Etude Op.299 No.6,Etude Op.299 No.6,Etude Op.299 No.6,Erude op.299 No.6,Etüd Op.299 No.6,Etude Op.299 No.6
728,The First Noel,The First Noel,نويل الأول,第一个圣诞节,第一個聖誕節,De eerste kerst,The First Noel,The First Noel,Le premier noël,The First Noel,The First Noel,Noel pertama,Il primo Noel,첫 번째 노엘,牧人ひつじを,The First Noel,Den første Noel,Pierwszy Noel,O Primeiro Noel,O Primeiro Noel,Первый Ноэль,El primer Noel,Den första Noel,โนเอลแรก,İlk noel,İlk Noel,Noel đầu tiên
729,Magic Flute Trio,Magic Flute Trio,الناي السحري الثلاثي,魔笛 三重奏,魔笛 三重奏,Magic Flute Trio,Magic Flute Trio,Magic Flute Trio,Trio de flûte magique,Trio aus der Zauberflöte,Magic Flute Trio,Trio seruling ajaib,Trio di flauto magico,마술 피리 트리오,魔笛 三重奏,Magic Flute Trio,Tryllefløyte-trio,Trio z Czarodziejskiego fletu,Trio de flauta mágica,Trio de flauta mágica,Трио Волшебной флейты,Trío de La Flauta Mágica,Trollflöjtens trio,Magic Flute Trio,Sihirli flüt üçlüsü,Sihirli Flüt Üçlüsü,Magic Flute Trio
730,Scottish Dances,Scottish Dances,الرقصات الاسكتلندية,苏格兰舞,蘇格蘭舞,Schotse dansen,Scottish Dances,Scottish Dances,Danses écossaises,Schottische Tänze,Scottish Dances,Tarian Skotlandia,Balli scozzesi,스코틀랜드 춤곡,スコットランド舞曲,Scottish Dances,Skotske danser,Szkockie tańce,Danças escocesas,Danças escocesas,Шотландские танцы,Bailes escoceses,Skotska danser,การเต้นรำ สก็อต,İskoç dansları,İskoç Dansları,Điệu nhảy Scotland
731,Peach Blossom,Peach Blossom,زهر الخوخ,桃花湖,桃花湖,Perzik bloesem,Peach Blossom,Peach Blossom,Fleur de pêche,Peach Blossom,Peach Blossom,Buah persik yang merekah,Fiore di pesco,복숭아 꽃,桃の花,Peach Blossom,Ferskenblomst,Brzoskwiniowy kwiat,Flor de Pessegueiro,Flor de Pessegueiro,Цветы персика,Flor de melocotón,Persikoblomma,ดอกพีช,Şeftali çiçeği,Şeftali Çiçeği,Hoa đào
732,Hark! The Herald Angels Sing,Hark! The Herald Angels Sing,إسمع! هيرالد الملائكة الغناء,新生王,新生王,Hankje! De Herald -engelen zingen,Hark! The Herald Angels Sing,Hark! The Herald Angels Sing,Hark! Les Herald Angels chantent,Hark! The Herald Angels Sing,Hark! The Herald Angels Sing,Mendengar! The Herald Angels bernyanyi,Udite! Gli angeli araldi cantano,들으라! 전령 천사들이 노래하네,天には栄え,Hark! The Herald Angels Sing,Hark! Herald Angels synger,Słuchaj uważnie! Anielskie głosy śpiewają,Ouça! Os Anjos Anunciam,Ouça! Os Anjos Anunciam,Вести ангельской внемли,¡Escuchad con Atención! Los Ángeles del Heraldo Cantan,Hör! Heraldänglar sjunger,จงฟังเพลงแห่งฑูตสวรรค์,Hark! Herald Angels şarkı söylüyor,Hark! The Herald Angels Sing,Tiếng Hát Thiên Thần
733,Paganini Caprice No.9,Paganini Caprice No.9,باغانيني كابريس No.9,帕格尼尼随想曲 No.9,帕格尼尼隨想曲 No.9,Paganini Caprice Nr.9,Paganini Caprice No.9,Paganini Caprice No.9,Paganini Caprice No.9,Paganini Caprice Nr.9,Paganini Caprice No.9,Paganini Caprice No.9,Paganini Caprice n.9,파가니니 카프리스 9번,パガニーニ奇想曲 第9番,Paganini Caprice No.9,Paganini Caprice nr.9,Kaprys Paganiniego nr 9,Paganini Caprice No.9,Paganini Caprice No.9,Каприс Паганини №9,Paganini Caprice No.9,Paganini Caprice No.9,ปากานินี คาไพรซ์ หมายเลข 9,Paganini Kapris No.9,Paganini Kapris No.9,Paganini Caprice No.9
734,Happy Chinese New Year,Happy Chinese New Year,سنة صينية جديدة سعيدة,恭喜恭喜,恭喜恭喜,Gelukkig Chinees nieuwjaar,Happy Chinese New Year,Happy Chinese New Year,Joyeux Nouvel An chinois,Happy Chinese New Year,Happy Chinese New Year,Selamat Tahun Baru Cina,Buon Capodanno cinese,행복한 중국 새해,ハッピー・チャイニーズ・ニュー・イヤー,Happy Chinese New Year,Godt kinesisk nyttår,Szczęśliwego Chińskiego Nowego Roku,Feliz Ano Novo Chinês,Feliz Ano Novo Chinês,Счастливого китайского Нового года,Feliz Año Nuevo Chino,Gott nytt kinesiskt år,สุขสันต์วันตรุษจีน,Mutlu Çin Yeni yılları,Mutlu Çin Yeni Yılı,Chúc mừng người Trung Quốc năm mới
735,Chinese New Year Theme,Chinese New Year Theme,رقصة عيد الربيع الصيني,春节舞曲,春節序曲,Chinees nieuwjaarsthema,Chinese New Year Theme,Chinese New Year Theme,Thème du Nouvel An chinois,Chinese New Year Theme,Chinese New Year Theme,Tema Tahun Baru Imlek,Tema del Capodanno cinese,중국 새해 테마,中国の新年のテーマ,Chinese New Year Theme,Kinesisk nyttårstema,Chiński motyw noworoczny,Tema do Ano Novo Chinês,Tema do Ano Novo Chinês,Тема китайского Нового года,Tema de año nuevo chino,Kinesiskt nyårstema,ธีมปีใหม่จีน,Çin Yeni Yılı Teması,Çin Yeni Yılı Teması,Chủ đề năm mới của Trung Quốc
736,Golden Snake Dance,Golden Snake Dance,رقص الأفعى الذهبية,金蛇狂舞,金蛇狂舞,Gouden Snake Dance,Golden Snake Dance,Golden Snake Dance,Dance de serpent doré,Golden Snake Dance,Golden Snake Dance,Tarian Ular Emas,Danza del serpente dorato,황금 뱀 춤,金蛇狂舞,Golden Snake Dance,Dansen til den gylne slangen,Złoty taniec węża,Dança da Cobra Dourada,Dança da Cobra Dourada,Танец золотой змеи,Baile de serpientes doradas,Golden Snake Dance,ระบำงูทอง,Altın Yılan Dansı,Altın Yılan Dansı,Vũ điệu rắn vàng
737,Swan Lake,Swan Lake,بحيرة البجع,天鹅湖 主题曲,天鵝湖 主題曲,Zwanenmeer,Swan Lake,Swan Lake,Le lac des cygnes,Schwanensee,Swan Lake,Danau Swan,Il lago dei cigni,백조의 호수,白鳥の湖,Swan Lake,Svanesjøen,Jezioro łabędzie,O Lago dos Cisnes,O Lago dos Cisnes,Лебединое озеро,El Lago de los Cisnes,Svansjön,สวอนเลค,kuğu Gölü,Kuğu Gölü,Hồ Thiên Nga
738,Original Rags,Original Rags,راجات أصلية,原版拉格,原版拉格,Original Rags,Original Rags,Original Rags,Original Rags,Original Rags,Original Rags,Kain asli,Original Rags,오리지널 래그,オリジナル・ラグス,Original Rags,Original Rags,Oryginalne ragtime,Rags Originais,Rags Originais,Оригинальный рэг,Rags Originales,Original Rags,Original Rags,Orijinal Paçavralar,Orijinal Rag,Rags gốc
739,Voices Of Spring Waltz,Voices Of Spring Waltz,الفالس لأصوات الربيع,春之声圆舞曲,春之聲圓舞曲,Stemmen van Spring Waltz,Voices Of Spring Waltz,Voices Of Spring Waltz,Voix de la valse de printemps,Voices Of Spring Waltz,Voices Of Spring Waltz,Suara -Suara Musim Semi Waltz,Voci di valzer primaverile,봄의 왈츠의 목소리,春の声,Voices Of Spring Waltz,Vårstemmer-vals,Głosy wiosennych walców,Vozes da Valsa da Primavera,Vozes da Valsa da Primavera,Весенние голоса (вальс),Voces del Vals de Primavera,Vår av Spring Waltz,ท่วงทำนองของวอลทซ์ฤดูใบไม้ผลิ,Bahar valsinin sesleri,İlkbaharın Sesleri Valsi,Voices Of Spring Waltz
740,Forest Polka,Forest Polka,بولكا الغابة,森林波尔卡,森林波爾卡,Bospolka,Forest Polka,Forest Polka,Polka forestier,Forest Polka,Forest Polka,Polka Hutan,Forest Polka,숲의 폴카,森のポルカ,Forest Polka,Skogpolka,Leśna polka,Polca da Floresta,Polca da Floresta,Лесная полька,Polka del bosque,Skogspolka,Forest Polka,Orman polka,Orman Polkası,Forest Polka
741,Angels we have heard on high,Angels we have heard on high,الملائكة التي سمعناها على ارتفاع,荣耀歌,榮耀歌,Engelen die we op high hebben gehoord,Angels we have heard on high,Angels we have heard on high,Les anges que nous avons entendus en haut,Angels we have heard on high,Angels we have heard on high,Malaikat yang telah kami dengar di atas,Angeli che abbiamo sentito in alto,우리가 높은 곳에서 들었던 천사들,荒野の果てに,Angels we have heard on high,Engler vi har hørt høyt,"Anioły, które słyszeliśmy wysoko",Anjos Que Ouvimos Nas Alturas,Anjos Que Ouvimos Nas Alturas,"Ангелы, к нам весть дошла",Ángeles que hemos escuchado en las alturas,Änglar som vi har hört på High,ทูตสวรรค์เบื้องบนบรรเลง,Yükseklerden duyduğumuz melekler,Angels we have heard on high,Tiếng Hát Thiên Thần Trên Cao
742,Brandenburg Concerto No.2,Brandenburg Concerto No.2,كونشرتو براندنبورغ No.2,勃兰登堡协奏曲 No.2,勃蘭登堡協奏曲 No.2,Brandenburg Concerto Nr.2,Brandenburg Concerto No.2,Brandenburg Concerto No.2,Concerto de Brandenburg No.2,Brandenburg Concerto Nr.2,Brandenburg Concerto No.2,Brandenburg Concerto No.2,Concerto n. 2 di Brandeburgo,브란덴부르크 협주곡 2번,ブランデンブルク協奏曲 第2番,Brandenburg Concerto No.2,Brandenburg-konsert nr.2,Koncert Brandenburski nr 2,Concerto de Brandenburgo No.2,Concerto de Brandenburgo No.2,Бранденбургский концерт №2,Concierto de Brandenburg No.2,Brandenburg Concerto No.2,บรันเดนบูร์ก คอนแชร์โต หมายเลข 2,Brandenburg Konçertosu No.2,Brandenburg Konçertosu No.2,Brandenburg Concerto No.2
743,Aurora,Aurora,فجر,曙光,曙光,Aurora,Aurora,Aurora,Aurore,Aurora,Aurora,Aurora,Aurora,오로라,オーロラ,Aurora,Aurora,Zorza polarna,Aurora,Aurora,Pассвет,Aurora,Aurora,ออโรร่า,Aurora,Aurora,Aurora
744,I Do,I Do,أنا أوافق,I Do,I Do,Ik doe,I Do,I Do,Je fais,I Do,I Do,Saya bersedia,Io faccio,아이 두,アイ・ドゥー,I Do,Jeg gjør,Ja robię,Eu faço,Eu faço,Я согласен,I Do,I Do,I Do,Evet,I Do,Tôi đồng ý
745,Romance De Amor,Romance De Amor,الرومانسية دي عمور,爱的罗曼史,愛的羅曼史,Romantiek de Amor,Romance De Amor,Romance De Amor,Romance de Amor,Romance De Amor,Romance De Amor,Romance de Amor,Romance de Amor,로맨스 드 아모르,禁じられた遊び,Romance De Amor,Kjærlighetens romanse ,Romans de Amor,Romance de Amor,Romance de Amor,Романс любви,Romance de Amor,Romance De Amor,โรมานซ์ เดอ อามอร์,Aşk Romansı,Aşk Romansı,Romance De Amor
746,Waltz of the Flowers,Waltz of the Flowers,الفالس للزهور,花之圆舞曲,花之圓舞曲,Wals van de bloemen,Waltz of the Flowers,Waltz of the Flowers,Valse des fleurs,Waltz of the Flowers,Waltz of the Flowers,Waltz dari bunga,Valzer dei fiori,꽃의 왈츠,花のワルツ,Waltz of the Flowers,Blomstenes vals,Walc kwiatów,Valsa das flores,Valsa das flores,Вальс цветов,Vals de las flores,Blommornas vals,วอลทซ์ของดอกไม้,Çiçeklerin Vals,Çiçekler Valsi,Waltz of the Flowers
747,Deck the Halls,Deck the Halls,قاعات سطح السفينة,装饰大厅,裝飾大廳,Dek de gangen,Deck the Halls,Deck the Halls,Padre les salles,Deck the Halls,Deck the Halls,Deck the Halls,Conciati per le feste,데크 더 홀,ひいらぎ飾ろう,Deck the Halls,Dekk hallene,Przystrajajmy korytarze,Decorem os Salões,Decorem os Salões,Украсьте зал,Adornad los Salones,Däck salarna,Deck the Halls,Güverte salonları,Süsleyin Salonları,Boong Các Hội Trường Bài hát
748,Nostalgia,Nostalgia,الحنين إلى الماضي,思乡,思鄉,Nostalgie,Nostalgia,Nostalgia,Nostalgie,Nostalgia,Nostalgia,Nostalgia,Nostalgia,노스탤지어,ノスタルジア,Nostalgia,Nostalgi,Nostalgia,Nostalgia,Nostalgia,Ностальгия,Nostalgia,Nostalgi,Nostalgia,Nostalji,Nostalji,Hoài cổ
